ax,ay,az,gx,gy,gz
-1092.0,1628.0,26232.0,516.0,5581.0,-5066.0
-1208.0,-116.0,22220.0,3559.0,9494.0,-740.0
316.0,908.0,19304.0,7027.0,13773.0,4377.0
2052.0,3908.0,15380.0,8328.0,13849.0,5260.0
188.0,2684.0,10968.0,2646.0,13056.0,1411.0
-3988.0,1816.0,7252.0,-3810.0,4334.0,-4352.0
-4380.0,1096.0,7228.0,-9032.0,-7036.0,-10583.0
-4956.0,-3060.0,11032.0,-10591.0,-14230.0,-8164.0
760.0,-152.0,16716.0,-5377.0,-14211.0,-1945.0
-1000.0,-1244.0,22872.0,57.0,-12664.0,6647.0
-1980.0,1596.0,29720.0,-313.0,-10960.0,6968.0
-2644.0,3628.0,32336.0,-1185.0,-3382.0,1201.0
-3080.0,1428.0,30116.0,-705.0,6689.0,-4744.0
-1316.0,236.0,24692.0,2256.0,9892.0,-3575.0
1524.0,1036.0,19640.0,6585.0,12686.0,266.0
200.0,2780.0,12904.0,5991.0,16618.0,1489.0
-3132.0,1028.0,10964.0,1521.0,9880.0,1918.0
-3556.0,1976.0,8872.0,-37.0,1890.0,-941.0
-2632.0,1160.0,8876.0,-4781.0,-4500.0,-6148.0
-2316.0,468.0,10756.0,-8739.0,-12834.0,-8063.0
-1496.0,-1416.0,16108.0,-7068.0,-15161.0,-3400.0
-948.0,-1948.0,23328.0,-1881.0,-13923.0,4934.0
-3320.0,1764.0,29956.0,730.0,-9289.0,9301.0
-3808.0,2584.0,31984.0,1840.0,-4221.0,2649.0
-1836.0,3044.0,28324.0,-77.0,4609.0,-4148.0
-1096.0,392.0,25176.0,682.0,8700.0,-3350.0
2324.0,2872.0,19128.0,6154.0,12922.0,-708.0
1388.0,3780.0,13960.0,2935.0,15360.0,-681.0
-2716.0,-200.0,11092.0,646.0,9616.0,632.0
-1928.0,2336.0,8016.0,-55.0,2855.0,-430.0
-2492.0,444.0,8020.0,-5706.0,-6099.0,-4078.0
-1816.0,-80.0,10296.0,-8074.0,-14234.0,-4818.0
-1136.0,-2148.0,17684.0,-5887.0,-16832.0,-1822.0
-1396.0,1208.0,24000.0,-3073.0,-13733.0,3977.0
-3092.0,-1284.0,32767.0,-962.0,-10799.0,4754.0
152.0,2312.0,32767.0,746.0,1505.0,1008.0
3388.0,1540.0,28944.0,4321.0,13799.0,-2038.0
3156.0,1576.0,20580.0,6504.0,20941.0,-75.0
1856.0,3060.0,12108.0,6319.0,26868.0,2500.0
-3756.0,3364.0,4212.0,-539.0,17825.0,981.0
-5424.0,3896.0,476.0,-7243.0,-2504.0,-11625.0
-3764.0,-1232.0,3732.0,-12506.0,-30484.0,-21657.0
76.0,-7920.0,14520.0,-5365.0,-29562.0,-7523.0
4724.0,-2036.0,21272.0,5872.0,-27921.0,9627.0
