ax,ay,az,gx,gy,gz
10412.0,5228.0,-464.0,-11179.0,-32768.0,-8521.0
26388.0,-4584.0,17828.0,-9979.0,-32768.0,-10834.0
18920.0,-1900.0,6124.0,-16591.0,-27712.0,-375.0
21284.0,-4696.0,9328.0,-3018.0,-14565.0,-8780.0
19680.0,-1892.0,10340.0,-4314.0,5795.0,2718.0
13364.0,-1392.0,9996.0,-442.0,4254.0,3522.0
15920.0,-1260.0,12388.0,1784.0,148.0,999.0
13464.0,-1316.0,13488.0,4777.0,2537.0,-1453.0
20372.0,-2784.0,19920.0,4146.0,15779.0,2780.0
16212.0,-932.0,15912.0,5761.0,32504.0,-169.0
9592.0,-3924.0,17740.0,-5206.0,32767.0,12851.0
-4000.0,-8516.0,20048.0,5501.0,32767.0,11121.0
-1796.0,-3280.0,19532.0,-271.0,32767.0,22660.0
-6792.0,1196.0,12700.0,9679.0,18740.0,2631.0
-8024.0,584.0,15512.0,-2345.0,4813.0,-5218.0
-11492.0,-3632.0,8192.0,11030.0,-13569.0,-8183.0
772.0,1612.0,8096.0,-1112.0,-32768.0,-5552.0
12636.0,-16.0,12568.0,-3773.0,-32768.0,-13371.0
21624.0,2524.0,6280.0,-14008.0,-32768.0,-8521.0
22668.0,-6052.0,12500.0,-15393.0,-31795.0,-9181.0
20056.0,-5024.0,9488.0,-7287.0,-17739.0,79.0
19768.0,-3292.0,7148.0,-5292.0,864.0,-2339.0
13876.0,-2144.0,9532.0,5427.0,10533.0,499.0
19068.0,-368.0,15048.0,7384.0,11623.0,4524.0
12124.0,-956.0,14136.0,12709.0,32767.0,6603.0
10444.0,-1888.0,22056.0,-3879.0,32767.0,15612.0
968.0,-5656.0,21196.0,6904.0,32767.0,15894.0
-3320.0,-3968.0,20880.0,6936.0,26030.0,12370.0
-6196.0,-304.0,16928.0,6000.0,32767.0,13015.0
-9256.0,1948.0,15068.0,50.0,19971.0,2940.0
-7308.0,3116.0,14128.0,1967.0,2039.0,-8099.0
-10244.0,-1064.0,9452.0,4025.0,-18235.0,-13599.0
-2228.0,-1012.0,5760.0,5732.0,-32768.0,-12346.0
14164.0,1960.0,12328.0,-2229.0,-32768.0,-10951.0
18716.0,60.0,15484.0,-7311.0,-32768.0,-12386.0
21084.0,-892.0,10712.0,-15707.0,-23255.0,-1718.0
21656.0,-5148.0,19116.0,-5387.0,-10280.0,-7006.0
8992.0,-336.0,3980.0,-1823.0,-3440.0,803.0
16100.0,920.0,15072.0,5102.0,-5540.0,4968.0
14480.0,2236.0,15900.0,1507.0,2242.0,2125.0
15536.0,-4124.0,25508.0,6570.0,27837.0,8321.0
14588.0,792.0,17948.0,7648.0,32767.0,12596.0
-1684.0,-7032.0,21472.0,7249.0,32767.0,11847.0
-1004.0,-2076.0,20408.0,2929.0,28321.0,17577.0
-5284.0,-88.0,20508.0,4487.0,30560.0,6888.0
-8488.0,2060.0,18044.0,933.0,20029.0,-349.0
-6184.0,1612.0,16964.0,6592.0,12032.0,-6434.0
-7376.0,2348.0,12984.0,3067.0,19582.0,-5687.0
-9708.0,1944.0,2464.0,4529.0,-3664.0,-10882.0
-6292.0,-1856.0,3512.0,-7295.0,-32768.0,-10360.0
6168.0,-1920.0,11260.0,-440.0,-32768.0,-10703.0
14216.0,-4536.0,15772.0,-6252.0,-32768.0,-6494.0
25136.0,1796.0,9436.0,-18057.0,-32768.0,-6330.0
22628.0,-7188.0,16216.0,-5833.0,-29991.0,-5908.0
18724.0,-2080.0,10668.0,-4740.0,-3936.0,-7258.0
15828.0,-928.0,11632.0,4304.0,-2876.0,-1276.0
16932.0,1320.0,12108.0,4668.0,1206.0,-1496.0
17312.0,-808.0,21204.0,7752.0,27802.0,739.0
10228.0,-736.0,18448.0,7458.0,32767.0,15810.0
12444.0,-5536.0,20460.0,2717.0,32767.0,28031.0
328.0,-2356.0,20104.0,10394.0,32767.0,12857.0
-7744.0,1256.0,14448.0,-468.0,32767.0,12835.0
-12392.0,-412.0,14508.0,8466.0,24559.0,766.0
