ax,ay,az,gx,gy,gz
5676.0,-5256.0,24536.0,-4947.0,13982.0,-2885.0
5016.0,-4640.0,20936.0,-9244.0,22151.0,-5606.0
3448.0,-6336.0,21076.0,-11718.0,22799.0,-7033.0
2120.0,-6496.0,14932.0,-12520.0,26447.0,-7029.0
-1376.0,-9936.0,9340.0,-9800.0,13310.0,-4333.0
-1212.0,-10012.0,4904.0,-8193.0,8887.0,-4348.0
-716.0,-12568.0,7352.0,-5430.0,2532.0,-7836.0
-516.0,-17140.0,4720.0,2556.0,-3742.0,-7078.0
296.0,-18036.0,7196.0,5967.0,-6799.0,3388.0
3324.0,-13448.0,8992.0,16907.0,-12065.0,7880.0
372.0,-10916.0,9492.0,25672.0,-15856.0,11264.0
3580.0,-952.0,12820.0,21239.0,-18025.0,19733.0
1088.0,6944.0,16700.0,11020.0,-18973.0,15126.0
10148.0,3104.0,23796.0,-1742.0,-23001.0,1788.0
10212.0,-1616.0,32767.0,5541.0,-14056.0,1856.0
7792.0,1332.0,31404.0,-4386.0,5633.0,-1948.0
4060.0,-1780.0,24848.0,-7705.0,15329.0,-4365.0
2864.0,-2068.0,21588.0,-12909.0,23242.0,-5068.0
3888.0,-1636.0,21660.0,-7951.0,22681.0,-5821.0
2372.0,-3220.0,17508.0,-9189.0,24573.0,-7553.0
-828.0,-5828.0,13460.0,-5982.0,18065.0,-5684.0
-2980.0,-7388.0,6980.0,-9049.0,12231.0,-5310.0
-3264.0,-10092.0,6364.0,-6174.0,3158.0,-6698.0
-3944.0,-13568.0,5164.0,-4611.0,-3414.0,-5848.0
-1368.0,-15220.0,10328.0,-540.0,-7361.0,-3206.0
192.0,-14144.0,12496.0,10349.0,-13841.0,2421.0
900.0,-10736.0,13592.0,13984.0,-14017.0,10145.0
1032.0,-5676.0,12756.0,20571.0,-15426.0,16018.0
3208.0,2588.0,17772.0,13708.0,-15865.0,21837.0
3708.0,6856.0,20300.0,3775.0,-15503.0,12299.0
4924.0,5164.0,26968.0,2570.0,-14079.0,4085.0
3896.0,1572.0,31776.0,100.0,-4096.0,-2781.0
3296.0,784.0,28204.0,-6345.0,9013.0,-4946.0
3816.0,1440.0,24936.0,-14993.0,17806.0,-8578.0
2332.0,396.0,20468.0,-19001.0,20428.0,-13591.0
576.0,-5932.0,18488.0,-22397.0,20939.0,-10951.0
0.0,-6056.0,13140.0,-21758.0,21159.0,-8386.0
-1836.0,-10340.0,9680.0,-14896.0,12154.0,-5519.0
